quality,container,rarity,abrade_bin,yyid,commodityName,price,abrade,min_float,max_float,new_abrade
StatTrak™,“九头蛇大行动”武器箱,军规级,0.22-0.23,51279,MAG-7（StatTrak™） | 硬水 (略有磨损),47.02,0.1023876368999481,0.0,0.45,0.22752808199988467
StatTrak™,“九头蛇大行动”武器箱,军规级,0.27-0.28,51279,MAG-7（StatTrak™） | 硬水 (略有磨损),45.0,0.1235583424568176,0.0,0.45,0.27457409434848357
StatTrak™,“九头蛇大行动”武器箱,军规级,0.32-0.33,51279,MAG-7（StatTrak™） | 硬水 (略有磨损),666.66,0.1455662995576858,0.0,0.45,0.3234806656837462
StatTrak™,“九头蛇大行动”武器箱,军规级,0.34-0.35,55350,MAG-7（StatTrak™） | 硬水 (久经沙场),38.0,0.1530507802963256,0.0,0.45,0.34011284510294576
StatTrak™,“九头蛇大行动”武器箱,军规级,0.36-0.37,55350,MAG-7（StatTrak™） | 硬水 (久经沙场),37.28,0.1630496382713318,0.0,0.45,0.3623325294918484
StatTrak™,“九头蛇大行动”武器箱,军规级,0.39-0.4,55350,MAG-7（StatTrak™） | 硬水 (久经沙场),666.0,0.179187461733818,0.0,0.45,0.3981943594084844
StatTrak™,“九头蛇大行动”武器箱,军规级,0.4-0.41,55350,MAG-7（StatTrak™） | 硬水 (久经沙场),37.46,0.1833313554525375,0.0,0.45,0.40740301211675
StatTrak™,“九头蛇大行动”武器箱,军规级,0.42-0.43,55350,MAG-7（StatTrak™） | 硬水 (久经沙场),37.48,0.1915413737297058,0.0,0.45,0.425647497177124
StatTrak™,“九头蛇大行动”武器箱,军规级,0.49-0.5,55350,MAG-7（StatTrak™） | 硬水 (久经沙场),37.32,0.2230212539434433,0.0,0.45,0.4956027865409851
StatTrak™,“九头蛇大行动”武器箱,军规级,0.72-0.73,55350,MAG-7（StatTrak™） | 硬水 (久经沙场),37.27,0.3252469599246979,0.0,0.45,0.7227710220548842
StatTrak™,“九头蛇大行动”武器箱,军规级,0.85-0.86,58830,MAG-7（StatTrak™） | 硬水 (破损不堪),83.45,0.3839810192584991,0.0,0.45,0.8532911539077758
StatTrak™,“九头蛇大行动”武器箱,军规级,0.88-0.89,58830,MAG-7（StatTrak™） | 硬水 (破损不堪),57.88,0.3976083993911743,0.0,0.45,0.8835742208692763
StatTrak™,“九头蛇大行动”武器箱,军规级,0.9-0.91,58830,MAG-7（StatTrak™） | 硬水 (破损不堪),57.89,0.4076144695281982,0.0,0.45,0.9058099322848848
StatTrak™,“九头蛇大行动”武器箱,军规级,0.94-0.95,58830,MAG-7（StatTrak™） | 硬水 (破损不堪),61.87,0.4241203665733337,0.0,0.45,0.942489703496297
StatTrak™,“九头蛇大行动”武器箱,军规级,0.97-0.98,58830,MAG-7（StatTrak™） | 硬水 (破损不堪),58.0,0.4401370882987976,0.0,0.45,0.9780824184417725
StatTrak™,“九头蛇大行动”武器箱,受限,0.0-0.01,54664,SSG 08（StatTrak™） | 鬼脸天蛾 (崭新出厂),350.0,0.0037860821466892,0.0,0.51,0.007423690483704314
StatTrak™,“九头蛇大行动”武器箱,受限,0.01-0.02,54905,P90（StatTrak™） | 死亡之握 (崭新出厂),2000.0,0.0152853447943925,0.0,1.0,0.0152853447943925
StatTrak™,“九头蛇大行动”武器箱,受限,0.03-0.04,54905,P90（StatTrak™） | 死亡之握 (崭新出厂),1020.0,0.0386654660105705,0.0,1.0,0.0386654660105705
StatTrak™,“九头蛇大行动”武器箱,受限,0.04-0.05,47745,AK-47（StatTrak™） | 轨道 Mk01 (崭新出厂),1444.44,0.0220380742102861,0.0,0.55,0.04006922583688381
StatTrak™,“九头蛇大行动”武器箱,受限,0.05-0.06,58131,P250（StatTrak™） | 红岩 (崭新出厂),412.5,0.0521147362887859,0.0,1.0,0.0521147362887859
StatTrak™,“九头蛇大行动”武器箱,受限,0.06-0.07,58131,P250（StatTrak™） | 红岩 (崭新出厂),413.0,0.0681990385055542,0.0,1.0,0.0681990385055542
StatTrak™,“九头蛇大行动”武器箱,受限,0.07-0.08,54517,P2000（StatTrak™） | 林间猎者 (崭新出厂),299.5,0.0620148852467536,0.0,0.8,0.077518606558442
StatTrak™,“九头蛇大行动”武器箱,受限,0.08-0.09,54664,SSG 08（StatTrak™） | 鬼脸天蛾 (崭新出厂),350.9,0.0434635020792484,0.0,0.51,0.08522255309656548
StatTrak™,“九头蛇大行动”武器箱,受限,0.09-0.1,54664,SSG 08（StatTrak™） | 鬼脸天蛾 (崭新出厂),339.22,0.0499239228665828,0.0,0.51,0.09789004483643686
StatTrak™,“九头蛇大行动”武器箱,受限,0.1-0.11,47745,AK-47（StatTrak™） | 轨道 Mk01 (崭新出厂),1100.0,0.0596215538680553,0.0,0.55,0.10840282521464599
StatTrak™,“九头蛇大行动”武器箱,受限,0.11-0.12,51214,P90（StatTrak™） | 死亡之握 (略有磨损),180.0,0.1118634790182113,0.0,1.0,0.1118634790182113
StatTrak™,“九头蛇大行动”武器箱,受限,0.12-0.13,51214,P90（StatTrak™） | 死亡之握 (略有磨损),228.0,0.1298619657754898,0.0,1.0,0.1298619657754898
StatTrak™,“九头蛇大行动”武器箱,受限,0.13-0.14,47917,AK-47（StatTrak™） | 轨道 Mk01 (略有磨损),555.0,0.075729876756668,0.0,0.55,0.13769068501212361
StatTrak™,“九头蛇大行动”武器箱,受限,0.14-0.15,47917,AK-47（StatTrak™） | 轨道 Mk01 (略有磨损),576.0,0.0779991745948791,0.0,0.55,0.14181668108159834
StatTrak™,“九头蛇大行动”武器箱,受限,0.16-0.17,47917,AK-47（StatTrak™） | 轨道 Mk01 (略有磨损),600.0,0.0927990302443504,0.0,0.55,0.16872550953518253
StatTrak™,“九头蛇大行动”武器箱,受限,0.17-0.18,49472,SSG 08（StatTrak™） | 鬼脸天蛾 (略有磨损),250.0,0.0877994671463966,0.0,0.51,0.17215581793411097
StatTrak™,“九头蛇大行动”武器箱,受限,0.18-0.19,47917,AK-47（StatTrak™） | 轨道 Mk01 (略有磨损),1100.0,0.1039049923419952,0.0,0.55,0.18891816789453672
StatTrak™,“九头蛇大行动”武器箱,受限,0.19-0.2,47917,AK-47（StatTrak™） | 轨道 Mk01 (略有磨损),1400.0,0.1070097535848617,0.0,0.55,0.19456318833611216
StatTrak™,“九头蛇大行动”武器箱,受限,0.2-0.21,47917,AK-47（StatTrak™） | 轨道 Mk01 (略有磨损),850.0,0.1101816520094871,0.0,0.55,0.2003302763808856
StatTrak™,“九头蛇大行动”武器箱,受限,0.21-0.22,47917,AK-47（StatTrak™） | 轨道 Mk01 (略有磨损),950.0,0.1203692406415939,0.0,0.55,0.218853164802898
StatTrak™,“九头蛇大行动”武器箱,受限,0.22-0.23,47917,AK-47（StatTrak™） | 轨道 Mk01 (略有磨损),6500.0,0.1231032684445381,0.0,0.55,0.22382412444461472
StatTrak™,“九头蛇大行动”武器箱,受限,0.23-0.24,47917,AK-47（StatTrak™） | 轨道 Mk01 (略有磨损),566.0,0.1296924799680709,0.0,0.55,0.23580450903285616
StatTrak™,“九头蛇大行动”武器箱,受限,0.24-0.25,55842,P250（StatTrak™） | 红岩 (久经沙场),115.5,0.2456215322017669,0.0,1.0,0.2456215322017669
StatTrak™,“九头蛇大行动”武器箱,受限,0.25-0.26,55842,P250（StatTrak™） | 红岩 (久经沙场),130.0,0.2576077580451965,0.0,1.0,0.2576077580451965
StatTrak™,“九头蛇大行动”武器箱,受限,0.26-0.27,55842,P250（StatTrak™） | 红岩 (久经沙场),116.5,0.267169713973999,0.0,1.0,0.267169713973999
StatTrak™,“九头蛇大行动”武器箱,受限,0.27-0.28,49472,SSG 08（StatTrak™） | 鬼脸天蛾 (略有磨损),230.0,0.1415144354104995,0.0,0.51,0.27747928511862646
StatTrak™,“九头蛇大行动”武器箱,受限,0.28-0.29,4249,AK-47（StatTrak™） | 轨道 Mk01 (久经沙场),420.0,0.1579963713884353,0.0,0.55,0.2872661297971551
StatTrak™,“九头蛇大行动”武器箱,受限,0.29-0.3,49472,SSG 08（StatTrak™） | 鬼脸天蛾 (略有磨损),219.9,0.14829783141613,0.0,0.51,0.29078006160025494
StatTrak™,“九头蛇大行动”武器箱,受限,0.3-0.31,4249,AK-47（StatTrak™） | 轨道 Mk01 (久经沙场),410.0,0.166969433426857,0.0,0.55,0.3035807880488309
StatTrak™,“九头蛇大行动”武器箱,受限,0.31-0.32,55842,P250（StatTrak™） | 红岩 (久经沙场),115.5,0.3121344447135925,0.0,1.0,0.3121344447135925
StatTrak™,“九头蛇大行动”武器箱,受限,0.32-0.33,55842,P250（StatTrak™） | 红岩 (久经沙场),117.0,0.3223962187767029,0.0,1.0,0.3223962187767029
StatTrak™,“九头蛇大行动”武器箱,受限,0.33-0.34,4249,AK-47（StatTrak™） | 轨道 Mk01 (久经沙场),440.0,0.1867995262145996,0.0,0.55,0.3396355022083629
StatTrak™,“九头蛇大行动”武器箱,受限,0.34-0.35,53188,SSG 08（StatTrak™） | 鬼脸天蛾 (久经沙场),400.0,0.1738700270652771,0.0,0.51,0.34092162169662177
StatTrak™,“九头蛇大行动”武器箱,受限,0.35-0.36,50218,P90（StatTrak™） | 死亡之握 (久经沙场),160.0,0.3547583222389221,0.0,1.0,0.3547583222389221
StatTrak™,“九头蛇大行动”武器箱,受限,0.36-0.37,4249,AK-47（StatTrak™） | 轨道 Mk01 (久经沙场),410.0,0.1988169401884079,0.0,0.55,0.36148534579710523
StatTrak™,“九头蛇大行动”武器箱,受限,0.37-0.38,57106,P2000（StatTrak™） | 林间猎者 (久经沙场),117.99,0.3010144829750061,0.0,0.8,0.37626810371875763
StatTrak™,“九头蛇大行动”武器箱,受限,0.38-0.39,4249,AK-47（StatTrak™） | 轨道 Mk01 (久经沙场),425.0,0.2106751203536987,0.0,0.55,0.3830456733703613
StatTrak™,“九头蛇大行动”武器箱,受限,0.39-0.4,51083,P90（StatTrak™） | 死亡之握 (破损不堪),99.0,0.3901642560958862,0.0,1.0,0.3901642560958862
StatTrak™,“九头蛇大行动”武器箱,受限,0.4-0.41,57106,P2000（StatTrak™） | 林间猎者 (久经沙场),118.5,0.3232144713401794,0.0,0.8,0.4040180891752242
StatTrak™,“九头蛇大行动”武器箱,受限,0.41-0.42,53188,SSG 08（StatTrak™） | 鬼脸天蛾 (久经沙场),188.0,0.2125837206840515,0.0,0.51,0.41683082487068923
StatTrak™,“九头蛇大行动”武器箱,受限,0.42-0.43,4249,AK-47（StatTrak™） | 轨道 Mk01 (久经沙场),430.0,0.2311361581087112,0.0,0.55,0.4202475601976567
StatTrak™,“九头蛇大行动”武器箱,受限,0.43-0.44,51083,P90（StatTrak™） | 死亡之握 (破损不堪),100.0,0.4341700375080108,0.0,1.0,0.4341700375080108
StatTrak™,“九头蛇大行动”武器箱,受限,0.44-0.45,57076,P250（StatTrak™） | 红岩 (破损不堪),84.99,0.4473863840103149,0.0,1.0,0.4473863840103149
StatTrak™,“九头蛇大行动”武器箱,受限,0.47-0.48,4249,AK-47（StatTrak™） | 轨道 Mk01 (久经沙场),900.0,0.2629374563694,0.0,0.55,0.4780681024898182
StatTrak™,“九头蛇大行动”武器箱,受限,0.49-0.5,59402,P2000（StatTrak™） | 林间猎者 (破损不堪),519.5,0.3990781307220459,0.0,0.8,0.4988476634025574
StatTrak™,“九头蛇大行动”武器箱,受限,0.55-0.56,48133,P90（StatTrak™） | 死亡之握 (战痕累累),133.8,0.5566234588623047,0.0,1.0,0.5566234588623047
StatTrak™,“九头蛇大行动”武器箱,受限,0.56-0.57,4249,AK-47（StatTrak™） | 轨道 Mk01 (久经沙场),2711.2,0.3092003166675567,0.0,0.55,0.5621823939410121
StatTrak™,“九头蛇大行动”武器箱,受限,0.59-0.6,4249,AK-47（StatTrak™） | 轨道 Mk01 (久经沙场),488.88,0.3258064091205597,0.0,0.55,0.5923752893101085
StatTrak™,“九头蛇大行动”武器箱,受限,0.61-0.62,59403,P2000（StatTrak™） | 林间猎者 (战痕累累),84.7,0.4887894093990326,0.0,0.8,0.6109867617487907
StatTrak™,“九头蛇大行动”武器箱,受限,0.62-0.63,4249,AK-47（StatTrak™） | 轨道 Mk01 (久经沙场),888.0,0.3458476960659027,0.0,0.55,0.6288139928470958
StatTrak™,“九头蛇大行动”武器箱,受限,0.67-0.68,48133,P90（StatTrak™） | 死亡之握 (战痕累累),100.0,0.6739410758018494,0.0,1.0,0.6739410758018494
StatTrak™,“九头蛇大行动”武器箱,受限,0.69-0.7,59403,P2000（StatTrak™） | 林间猎者 (战痕累累),113.0,0.5573559403419495,0.0,0.8,0.6966949254274368
StatTrak™,“九头蛇大行动”武器箱,受限,0.7-0.71,53188,SSG 08（StatTrak™） | 鬼脸天蛾 (久经沙场),399.0,0.3594064116477966,0.0,0.51,0.7047184542113658
StatTrak™,“九头蛇大行动”武器箱,受限,0.76-0.77,48133,P90（StatTrak™） | 死亡之握 (战痕累累),120.0,0.7650785446166992,0.0,1.0,0.7650785446166992
StatTrak™,“九头蛇大行动”武器箱,受限,0.79-0.8,48133,P90（StatTrak™） | 死亡之握 (战痕累累),111.11,0.797325611114502,0.0,1.0,0.797325611114502
StatTrak™,“九头蛇大行动”武器箱,受限,0.81-0.82,58368,P250（StatTrak™） | 红岩 (战痕累累),498.8,0.810680627822876,0.0,1.0,0.810680627822876
StatTrak™,“九头蛇大行动”武器箱,受限,0.83-0.84,57761,AK-47（StatTrak™） | 轨道 Mk01 (战痕累累),444.0,0.4596317410469055,0.0,0.55,0.8356940746307372
StatTrak™,“九头蛇大行动”武器箱,受限,0.85-0.86,48133,P90（StatTrak™） | 死亡之握 (战痕累累),100.0,0.8558313250541687,0.0,1.0,0.8558313250541687
StatTrak™,“九头蛇大行动”武器箱,受限,0.89-0.9,53425,SSG 08（StatTrak™） | 鬼脸天蛾 (战痕累累),1199.0,0.4544642865657806,0.0,0.51,0.8911064442466285
StatTrak™,“九头蛇大行动”武器箱,受限,0.9-0.91,48133,P90（StatTrak™） | 死亡之握 (战痕累累),125.0,0.9027992486953736,0.0,1.0,0.9027992486953736
StatTrak™,“九头蛇大行动”武器箱,受限,0.93-0.94,48133,P90（StatTrak™） | 死亡之握 (战痕累累),15000.0,0.933281421661377,0.0,1.0,0.933281421661377
StatTrak™,“九头蛇大行动”武器箱,受限,0.94-0.95,58368,P250（StatTrak™） | 红岩 (战痕累累),498.7,0.9470280408859252,0.0,1.0,0.9470280408859252
StatTrak™,“九头蛇大行动”武器箱,受限,0.95-0.96,53425,SSG 08（StatTrak™） | 鬼脸天蛾 (战痕累累),1330.0,0.4884455502033233,0.0,0.51,0.9577363729476928
StatTrak™,“九头蛇大行动”武器箱,受限,0.97-0.98,48133,P90（StatTrak™） | 死亡之握 (战痕累累),399.0,0.9795593023300172,0.0,1.0,0.9795593023300172
StatTrak™,“九头蛇大行动”武器箱,受限,0.98-0.99,48133,P90（StatTrak™） | 死亡之握 (战痕累累),499.0,0.9864139556884766,0.0,1.0,0.9864139556884766
StatTrak™,“先锋大行动”武器箱,保密,0.0-0.01,52482,SCAR-20（StatTrak™） | 心脏打击 (崭新出厂),1400.0,0.0008457477670162,0.0,1.0,0.0008457477670162
StatTrak™,“先锋大行动”武器箱,保密,0.01-0.02,52517,XM1014（StatTrak™） | 宁静 (崭新出厂),1888.0,0.0093313632532954,0.0,0.5,0.0186627265065908
StatTrak™,“先锋大行动”武器箱,保密,0.02-0.03,52517,XM1014（StatTrak™） | 宁静 (崭新出厂),888.88,0.0121871279552578,0.0,0.5,0.0243742559105156
StatTrak™,“先锋大行动”武器箱,保密,0.03-0.04,52482,SCAR-20（StatTrak™） | 心脏打击 (崭新出厂),865.83,0.0349483229219913,0.0,1.0,0.0349483229219913
StatTrak™,“先锋大行动”武器箱,保密,0.04-0.05,52517,XM1014（StatTrak™） | 宁静 (崭新出厂),1111.0,0.0217059478163719,0.0,0.5,0.0434118956327438
StatTrak™,“先锋大行动”武器箱,保密,0.05-0.06,52482,SCAR-20（StatTrak™） | 心脏打击 (崭新出厂),699.0,0.0536496117711067,0.0,1.0,0.0536496117711067
StatTrak™,“先锋大行动”武器箱,保密,0.06-0.07,52517,XM1014（StatTrak™） | 宁静 (崭新出厂),800.0,0.0343502908945083,0.0,0.5,0.0687005817890166
StatTrak™,“先锋大行动”武器箱,保密,0.08-0.09,50337,SCAR-20（StatTrak™） | 心脏打击 (略有磨损),200.0,0.0871403217315673,0.0,1.0,0.0871403217315673
StatTrak™,“先锋大行动”武器箱,保密,0.09-0.1,50337,SCAR-20（StatTrak™） | 心脏打击 (略有磨损),159.5,0.0938872992992401,0.0,1.0,0.0938872992992401
StatTrak™,“先锋大行动”武器箱,保密,0.1-0.11,50337,SCAR-20（StatTrak™） | 心脏打击 (略有磨损),145.0,0.1006624922156333,0.0,1.0,0.1006624922156333
StatTrak™,“先锋大行动”武器箱,保密,0.11-0.12,50337,SCAR-20（StatTrak™） | 心脏打击 (略有磨损),130.0,0.1126616597175598,0.0,1.0,0.1126616597175598
StatTrak™,“先锋大行动”武器箱,保密,0.12-0.13,50337,SCAR-20（StatTrak™） | 心脏打击 (略有磨损),150.0,0.1253148168325424,0.0,1.0,0.1253148168325424
StatTrak™,“先锋大行动”武器箱,保密,0.13-0.14,52517,XM1014（StatTrak™） | 宁静 (崭新出厂),1919.81,0.0677465051412582,0.0,0.5,0.1354930102825164
StatTrak™,“先锋大行动”武器箱,保密,0.14-0.15,50337,SCAR-20（StatTrak™） | 心脏打击 (略有磨损),175.0,0.1419866532087326,0.0,1.0,0.1419866532087326
StatTrak™,“先锋大行动”武器箱,保密,0.21-0.22,49332,P250（StatTrak™） | 卡特尔 (久经沙场),472.8,0.1638808846473693,0.0,0.75,0.2185078461964924
StatTrak™,“先锋大行动”武器箱,保密,0.26-0.27,52070,SCAR-20（StatTrak™） | 心脏打击 (久经沙场),1920.0,0.2613324820995331,0.0,1.0,0.2613324820995331
StatTrak™,“先锋大行动”武器箱,保密,0.28-0.29,49332,P250（StatTrak™） | 卡特尔 (久经沙场),695.0,0.2148972898721695,0.0,0.75,0.2865297198295593
StatTrak™,“先锋大行动”武器箱,保密,0.29-0.3,49332,P250（StatTrak™） | 卡特尔 (久经沙场),420.0,0.2245565950870514,0.0,0.75,0.29940879344940186
StatTrak™,“先锋大行动”武器箱,保密,0.3-0.31,48376,XM1014（StatTrak™） | 宁静 (久经沙场),200.0,0.1516734063625335,0.0,0.5,0.303346812725067
StatTrak™,“先锋大行动”武器箱,保密,0.31-0.32,48376,XM1014（StatTrak™） | 宁静 (久经沙场),170.0,0.1563874781131744,0.0,0.5,0.3127749562263488
StatTrak™,“先锋大行动”武器箱,保密,0.33-0.34,49332,P250（StatTrak™） | 卡特尔 (久经沙场),800.0,0.2547608911991119,0.0,0.75,0.3396811882654825
StatTrak™,“先锋大行动”武器箱,保密,0.36-0.37,48376,XM1014（StatTrak™） | 宁静 (久经沙场),277.0,0.1808620542287826,0.0,0.5,0.3617241084575652
StatTrak™,“先锋大行动”武器箱,保密,0.39-0.4,56569,SCAR-20（StatTrak™） | 心脏打击 (破损不堪),90.89,0.399553507566452,0.0,1.0,0.399553507566452
StatTrak™,“先锋大行动”武器箱,保密,0.4-0.41,56569,SCAR-20（StatTrak™） | 心脏打击 (破损不堪),85.0,0.4046559929847717,0.0,1.0,0.4046559929847717
StatTrak™,“先锋大行动”武器箱,保密,0.41-0.42,48376,XM1014（StatTrak™） | 宁静 (久经沙场),256.0,0.207771897315979,0.0,0.5,0.415543794631958
StatTrak™,“先锋大行动”武器箱,保密,0.44-0.45,56569,SCAR-20（StatTrak™） | 心脏打击 (破损不堪),80.0,0.4443376660346985,0.0,1.0,0.4443376660346985
StatTrak™,“先锋大行动”武器箱,保密,0.47-0.48,55678,SCAR-20（StatTrak™） | 心脏打击 (战痕累累),200.0,0.4730246663093567,0.0,1.0,0.4730246663093567
StatTrak™,“先锋大行动”武器箱,保密,0.49-0.5,48376,XM1014（StatTrak™） | 宁静 (久经沙场),200.0,0.2487245500087738,0.0,0.5,0.4974491000175476
StatTrak™,“先锋大行动”武器箱,保密,0.61-0.62,56790,P250（StatTrak™） | 卡特尔 (战痕累累),129.5,0.4609392881393432,0.0,0.75,0.6145857175191243
StatTrak™,“先锋大行动”武器箱,保密,0.64-0.65,55678,SCAR-20（StatTrak™） | 心脏打击 (战痕累累),149.8,0.6435331702232361,0.0,1.0,0.6435331702232361
StatTrak™,“先锋大行动”武器箱,保密,0.73-0.74,55678,SCAR-20（StatTrak™） | 心脏打击 (战痕累累),149.9,0.7358245849609375,0.0,1.0,0.7358245849609375
